,title,cast,crew,genres,keywords,original_language
4550,jurassic_park_iii,"['sam_neill', 'william_h_macy', 'tea_leoni', 'trevor_morgan', 'alessandro_nivola', 'michael_jeter', 'john_diehl', 'bruce_a_young', 'laura_dern', 'taylor_nichols', 'mark_harelik', 'julio_oscar_mechoso', 'blake_michael_bryan', 'sarah_danielle_madison', 'linda_park']",['joe_johnston'],"['adventure', 'action', 'thriller', 'science_fiction']","['exotic_island', 'dna', 'paleontology', 'tyrannosaurus_rex', 'velociraptor']",en
4551,america_s_sweethearts,"['julia_roberts', 'billy_crystal', 'catherine_zeta_jones', 'john_cusack', 'hank_azaria', 'stanley_tucci', 'christopher_walken', 'alan_arkin', 'seth_green', 'rainn_wilson', 'eric_balfour', 'scot_zeller', 'larry_king', 'steve_pink', 'marty_belafsky', 'keri_lynn_pratt', 'maria_canals_barrera', 'wendy_schenker', 'jim_ferguson', 'lisa_joyner', 'byron_allen', 'patrick_stoner', 'sam_rubin', 'shaun_robinson', 'charley_steiner', 'jeff_michael', 'sibila_vargas', 'jane_yamamoto', 'maree_cheatham', 'alexander_enberg', 'sarah_loew', 'joseph_feingold', 'sherry_jennings', 'austin_l_sorrels', 'shawn_driscoll', 'ann_cusack', 'raquel_baldwin', 'emma_roberts']",['joe_roth'],"['comedy', 'romance']","['film_business', 'film_producer', 'wife_husband_relationship', 'fictitious_marriage', 'married_couple']",en
4552,brother,"['takeshi_kitano', 'omar_epps', 'claude_maki', 'susumu_terajima', 'masaya_kato', 'royale_watkins', 'lombardo_boyar', 'ryo_ishibashi', 'james_shigeta', 'tatyana_ali', 'joseph_ragno', 'ren_osugi']",['takeshi_kitano'],"['crime', 'drama', 'thriller']","['brother_brother_relationship', 'assassination', 'culture_clash', 'war_on_drugs', 'yakuza']",ja
4553,ghost_world,"['thora_birch', 'scarlett_johansson', 'steve_buscemi', 'brad_renfro', 'bob_balaban', 'teri_garr', 'stacey_travis', 'david_cross', 'pat_healy', 'dave_sheridan', 'tom_mcgowan', 'charles_c_stevenson_jr_', 'debra_azar', 'brian_george', 'illeana_douglas', 'venus_demilo', 'joy_bisco', 'rini_bell', 't_j_thyne', 'ezra_buzzington', 'lindsey_girardot', 'ashley_peldon', 'matt_doherty']",['terry_zwigoff'],"['comedy', 'drama']","['high_school_friends', 'art_class', 'record_collector', 'plaster', 'personal_ad']",en
4554,hedwig_and_the_angry_inch,"['john_cameron_mitchell', 'alberta_watson', 'gene_pyrz', 'ben_mayer_goodman', 'maurice_dean_wint', 'miriam_shor', 'stephen_trask', 'theodore_liscinski', 'rob_campbell', 'michael_aronov', 'andrea_martin', 'michael_pitt', 'sook_yin_lee']",['john_cameron_mitchell'],"['comedy', 'music']","['transvestism', 'gay', 'sex', 'singer', 'transgender']",en
4555,planet_of_the_apes,"['mark_wahlberg', 'tim_roth', 'helena_bonham_carter', 'michael_clarke_duncan', 'kris_kristofferson', 'estella_warren', 'paul_giamatti', 'cary_hiroyuki_tagawa', 'glenn_shadix', 'charlton_heston', 'chad_bannon', 'linda_harrison', 'melody_perkins', 'lisa_marie', 'lucas_elliot_eberl', 'evan_parke', 'chris_ellis', 'deep_roy', 'kevin_grevioux', 'rick_baker', 'martin_klebba', 'david_warner', 'erick_avari']",['tim_burton'],"['thriller', 'science_fiction', 'action', 'adventure']","['gorilla', 'space_marine', 'space_suit', 'revolution', 'chimp']",en
4556,bread_and_tulips,"['licia_maglietta', 'bruno_ganz', 'giuseppe_battiston', 'antonio_catania', 'marina_massironi', 'felice_andreasi', 'vitalba_andrea', 'tatiana_lepore', 'daniela_piperno', 'tiziano_cucchiarelli', 'matteo_febo', 'lina_bernardi', 'mauro_marino', 'antonia_miccoli', 'ludovico_paladin', 'silvana_bosi']",['silvio_soldini'],"['drama', 'comedy', 'romance']","['venice', 'suicide', 'dancing', 'mother', 'depression']",it
4557,cure,"['koji_yakusho', 'masato_hagiwara', 'tsuyoshi_ujiki', 'anna_nakagawa', 'yukijiro_hotaru', 'denden', 'ren_osugi', 'masahiro_toda', 'misayo_haruki', 'shun_nakayama', 'akira_otaka', 'shogo_suzuki', 'toshi_kato', 'hajime_tanimoto', 'yoriko_douguchi']",['kiyoshi_kurosawa'],"['crime', 'horror', 'mystery', 'thriller']","['japan', 'prostitute', 'hotel', 'based_on_novel', 'hallucination']",ja
4558,greenfingers,"['clive_owen', 'helen_mirren', 'david_kelly', 'warren_clarke', 'danny_dyer', 'adam_fogerty', 'natasha_little', 'sally_edwards', 'kevin_mcmonagle', 'julie_saunders', 'donald_douglas', 'peter_guinness', 'paterson_joseph', 'lucy_punch', 'elwin_chopper_david', 'jordan_maxwell']",['joel_hershman'],['comedy'],[],en
4559,jackpot,"['jon_gries', 'daryl_hannah', 'adam_baldwin', 'garrett_morris', 'anthony_edwards', 'mark_polish', 'crystal_bernard']",['michael_polish'],[],[],en
4560,the_monkey_s_mask,"['susie_porter', 'kelly_mcgillis', 'abbie_cornish', 'john_noble', 'billy_mitchell']",['samantha_lang'],['drama'],['woman_director'],en
4561,wet_hot_american_summer,"['janeane_garofalo', 'david_hyde_pierce', 'michael_showalter', 'marguerite_moreau', 'paul_rudd', 'zak_orth', 'christopher_meloni', 'a_d_miles', 'molly_shannon', 'gideon_jacobs', 'ken_marino', 'joe_lo_truglio', 'michael_ian_black', 'liam_norton', 'amy_poehler', 'bradley_cooper', 'marisa_ryan', 'elizabeth_banks', 'gabriel_millman', 'kevin_sussman', 'kevin_thomas_conroy', 'christopher_cusumano', 'cassidy_ladden', 'madeline_blue', 'nina_hellman', 'peter_salett', 'judah_friedlander', 'jacob_shoesmith_fox', 'whitney_vance', 'benjamin_coppola', 'h_jon_benjamin', 'jake_fogelnest', 'ian_helfer', 'jordan_maclean', 'avi_setton', 'kyle_gallner', 'kathleen_pandolfo', 'zachary_montgomery_wicks', 'danny_hopkins', 'christopher_connors', 'matt_carmeci', 'stephen_o_brien', 'timothy_gasiewski', 'angel_berlane', 'christi_berlane', 'bob_walz', 'joseph_kariuki', 'donna_mitchell', 'joe_bryan', 'christine_loebsack', 'sandra_kennedy', 'keith_oney', 'dan_klein']",['david_wain'],['comedy'],"['adolescence', 'summer_camp', 'independent_film']",en
4562,relentless,"['judd_nelson', 'robert_loggia', 'leo_rossi', 'meg_foster', 'patrick_o_bryan', 'ken_lerner', 'mindy_seeger', 'angel_tompkins', 'beau_starr', 'frank_pesce', 'lou_bonacki', 'george_buck_flower', 'john_f_goff', 'elizabeth_lambert', 'william_lustig', 'armand_mastroianni', 'robert_madrid', 'harriet_hall', 'ron_taylor', 'roy_brocksmith', 'g_smokey_campbell', 'matt_bolduc', 'edward_bunker', 'michael_francis_clarke', 'nay_k_dorsey', 'joe_flood', 'george_gallo', 'jon_greene', 'paul_hertzberg', 'john_homa', 'michael_leopard', 'jason_lustig', 'vic_manni', 'brendan_ryan', 'laura_tracy', 'ingrid_van_dorn', 'dan_vogel', 'michael_k_woods', 'michael_weiner']",['william_lustig'],"['mystery', 'thriller', 'horror', 'crime']","['serial_killer', 'police_officer', 'dead_woman_with_eyes_open']",en
4563,renegades,"['kiefer_sutherland', 'lou_diamond_phillips', 'jami_gertz', 'robert_knepper', 'bill_smitrovich', 'peter_macneill', 'floyd_red_crow_westerman', 'joseph_griffin', 'john_di_benedetto', 'kyra_harper', 'joseph_hieu', 'dee_mccafferty', 'heidi_von_palleske', 'tom_butler', 'clark_johnson', 'david_mucci']",['jack_sholder'],"['action', 'crime', 'thriller']",[],en
4564,the_return_of_swamp_thing,"['louis_jourdan', 'heather_locklear', 'sarah_douglas', 'dick_durock', 'joey_sagal', 'ace_mask', 'monique_gabrielle', 'ronreaco_lee', 'daniel_emery_taylor', 'ralph_pace', 'alex_van', 'christopher_doyle', 'rex_pierson', 'tony_sears', 'bill_eudaly', 'anthony_cecere']",['jim_wynorski'],"['horror', 'science_fiction']","['dc_comics', 'sequel', 'based_on_comic', 'swamp_thing']",en
4565,the_return_of_the_musketeers,"['michael_york', 'oliver_reed', 'frank_finlay', 'c_thomas_howell', 'kim_cattrall', 'geraldine_chaplin', 'roy_kinnear', 'christopher_lee', 'philippe_noiret', 'richard_chamberlain', 'eusebio_lazaro', 'alan_howard', 'david_tristan_birkin', 'bill_paterson', 'jean_pierre_cassel']",['richard_lester'],"['comedy', 'action', 'adventure']",['musketeer'],en
4566,road_house,"['patrick_swayze', 'kelly_lynch', 'sam_elliott', 'ben_gazzara', 'marshall_r_teague', 'julie_michaels', 'red_west', 'sunshine_parker', 'kevin_tighe', 'john_doe', 'kathleen_wilhoite', 'travis_mckenna', 'roger_hewlett', 'bob_jennings', 'kym_malin', 'jeff_healey', 'gary_hudson', 'joe_unger', 'sheila_ryan', 'keith_david', 'patricia_tallman', 'heidi_paine', 'jacklyn_palmer', 'laura_albert', 'christina_veronica', 'jasae', 'michele_burger', 'terry_funk']",['rowdy_herrington'],"['action', 'thriller']","['new_love', 'protection_money', 'nightclub', 'rausschmeier', 'revenge']",en
4567,romero,"['raul_julia', 'richard_jordan', 'ana_alicia', 'eddie_velez', 'alejandro_bracho', 'tony_plana', 'harold_gould', 'lucy_reina', 'al_ruscio', 'tony_perez', 'robert_viharo', 'harold_cannon', 'claudio_brook', 'martin_lasalle', 'eduardo_lopez_rojas', 'paco_mauri', 'ruben_rojo', 'omar_rodriguez', 'juan_pelaez', 'ivan_carbajal_gonzalez', 'sandra_carbajal_gonzalez', 'hector_herrera', 'guy_de_saint_cyr', 'jose_antonio_estrada']",['john_duigan'],"['drama', 'history']","['social_control', 'bishop', 'public_murder', 'murder', 'priest']",en
4568,rosalie_goes_shopping,"['marianne_sagebrecht', 'brad_davis', 'judge_reinhold', 'erika_blumberger', 'willy_harlander', 'john_hawkes', 'patricia_zehentmayr', 'courtney_kraus', 'alex_winter']",['percy_adlon'],['comedy'],[],en
4569,rude_awakening,"['cheech_marin', 'eric_roberts', 'julie_hagerty', 'robert_carradine', 'dion_anderson', 'peter_boyden', 'nicholas_wyman', 'michael_luciano', 'amy_glass', 'becky_glass', 'ed_fry', 'louise_lasser', 'aaron_russo', 'patrick_john_hurley', 'daniel_chapman', 'greg_rex', 'timothy_leary', 'jerry_rubin', 'bobby_seale', 'rosanna_iversen', 'michael_louden', 'charlie_gates', 'darrick_harris', 'janet_harper', 'peter_nevargic', 'elzbieta_czyzewska', 'william_paulson', 'larry_attre', 'tom_sizemore', 'frederikke_borge', 'deena_levy', 'kevin_dorman', 'cindy_williams', 'davidson_thomson', 'timothy_l_haffern', 'rodney_clark', 'andrea_martin', 'buck_henry', 'bradford_tatum', 'b_j_jefferson', 'basia_mccoy', 'dave_king', 'edward_james_hyland', 'david_eigenberg', 'mitchell_riggs', 'hugh_hayes', 'michelle_hurd', 'dulcy_rogers', 'cliff_deyoung', 'bill_carraro', 'david_peel']","['aaron_russo', 'david_greenwalt']",['comedy'],[],en
4570,santa_sangre,"['axel_jodorowsky', 'blanca_guerra', 'guy_stockwell', 'thelma_tixou', 'sabrina_dennison', 'adan_jodorowsky', 'faviola_elenka_tapia', 'teo_jodorowsky', 'jesus_juarez', 'gloria_contreras']",['alejandro_jodorowsky'],"['fantasy', 'horror', 'mystery']","['suicide', 'circus', 'shrine', 'mute_girl']",en
4571,scandal,"['john_hurt', 'joanne_whalley', 'bridget_fonda', 'ian_mckellen', 'jeroen_krabbe', 'leslie_phillips', 'britt_ekland', 'daniel_massey', 'roland_gift', 'jean_alexander', 'alex_norton', 'ronald_fraser', 'paul_brooke', 'paul_brooke', 'keith_allen', 'ralph_brown', 'trevor_eve', 'iain_cuthbertson', 'ken_campbell', 'leon_herbert', 'deborah_grant', 'oliver_ford_davies', 'susannah_doyle', 'joanna_dunham', 'terence_rigby', 'johnny_shannon', 'jeff_nuttall', 'james_villiers', 'malcolm_terris']",['michael_caton_jones'],"['drama', 'history', 'romance']","['london_england', 'sex_scandal', 'scandal', 'based_on_true_story', 'cabaret_dancer']",en
4572,scenes_from_the_class_struggle_in_beverly_hills,"['jacqueline_bisset', 'ray_sharkey', 'mary_woronov', 'robert_beltran', 'ed_begley_jr_', 'wallace_shawn', 'arnetia_walker', 'paul_bartel', 'paul_mazursky', 'edith_diaz', 'rebecca_schaeffer', 'barret_oliver']",['paul_bartel'],['comedy'],[],en
4573,sea_of_love,"['al_pacino', 'ellen_barkin', 'john_goodman', 'michael_rooker', 'william_hickey', 'richard_jenkins', 'paul_calderon', 'john_spencer', 'mark_phelan', 'samuel_l_jackson', 'damien_leake', 'joshua_nelson']",['harold_becker'],"['drama', 'crime', 'mystery']","['new_york', 'alcohol', 'sex', 'detective', 'newspaper']",en
4574,see_no_evil_hear_no_evil,"['richard_pryor', 'gene_wilder', 'joan_severance', 'kevin_spacey', 'alan_north', 'lauren_tom', 'john_capodice', 'alexandra_neil', 'tonya_pinkins', 'anthony_zerbe', 'kirsten_childs', 'hardy_rawls', 'louis_giambalvo', 'audrie_neenan', 'george_bartenieff', 'bernie_mcinerney', 'keith_langsdale', 'jamie_de_roy', 'mary_kay_adams', 'alan_pottinger', 'lisby_larson', 'doug_yasuda', 'james_pyduck', 'edward_james_hyland', 'john_ring', 'george_buck', 'george_harris', 'zach_grenier', 'alice_spivak', 'shiek_mahmud_bey', 'joel_swetow', 'pirie_macdonald', 'tom_kubiak']",['arthur_hiller'],"['crime', 'comedy']","['deafness', 'blindness_and_impaired_vision', 'suspicion_of_murder', 'witness', 'friendship']",en
4575,she_s_out_of_control,"['tony_danza', 'ami_dolenz', 'catherine_hicks', 'wallace_shawn', 'dick_o_neill', 'laura_mooney', 'dana_ashbrook', 'matthew_perry', 'lance_wilson_white', 'michael_alaimo', 'marcie_barkin', 'diana_barrows']",['stan_dragoti'],"['comedy', 'romance']","['girlfriend', 'daughter', 'father', 'teenager']",en
4576,shirley_valentine,"['pauline_collins', 'tom_conti', 'julia_mckenzie', 'alison_steadman', 'joanna_lumley', 'sylvia_syms', 'bernard_hill', 'george_costigan', 'anna_keaveney', 'tracie_bennett', 'ken_sharrock', 'karen_craig', 'gareth_jefferson', 'gillian_kearney', 'catherine_duncan', 'cardew_robinson', 'honora_burke', 'marc_zuber', 'deborah_yhip', 'ray_armstrong', 'john_hartley', 'marlene_morley', 'annee_blott', 'matthew_long', 'ruth_russell', 'sarah_nolan', 'diane_whitley', 'joanne_zorian', 'geraldine_griffiths', 'elaine_boisseau', 'giorgos_xidakis', 'sheila_aza']",['lewis_gilbert'],"['romance', 'comedy', 'drama']",[],en
4577,shocker,"['michael_murphy', 'mitch_pileggi', 'peter_berg', 'camille_cooper', 'sam_scarber', 'richard_brooks', 'vincent_guastaferro', 'ted_raimi', 'heather_langenkamp', 'john_tesh', 'christopher_kriesa', 'timothy_leary', 'wes_craven', 'bruce_wagner', 'ernie_lively', 'lindsay_parker', 'brent_spiner']",['wes_craven'],"['thriller', 'comedy', 'horror']","['terror', 'sadistic', 'detective', 'blackout', 'psychopath']",en
4578,skin_deep,"['john_ritter', 'vincent_gardenia', 'alyson_reed', 'joel_brooks', 'michael_kidd']",['blake_edwards'],"['romance', 'comedy', 'drama']","['alcohol', 'condom', 'writer_s_block', 'in_flagranti', 'author']",en
4579,slaves_of_new_york,"['bernadette_peters', 'chris_sarandon', 'mary_beth_hurt', 'madeleine_potter', 'adam_coleman_howard', 'jsu_garcia', 'charles_mccaughan', 'john_harkins', 'mercedes_ruehl', 'joe_leeway', 'anna_katarina', 'bruce_peter_young', 'michael_schoeffling', 'steve_buscemi', 'jonas_abry']",['james_ivory'],['drama'],[],en
4580,some_girls,"['patrick_dempsey', 'jennifer_connelly', 'sheila_kelley', 'lance_edwards', 'lila_kedrova', 'florinda_bolkan', 'andre_gregory', 'ashley_greenfield', 'sanna_vraa']",['michael_hoffman'],"['comedy', 'drama', 'romance']","['love_triangle', 'man_between_two_women', 'coming_of_age']",en
4581,stepfather_ii_make_room_for_daddy,"['terry_o_quinn', 'meg_foster', 'caroline_williams', 'jonathan_brandis', 'henry_brown', 'mitchell_laurance', 'miriam_byrd_nethery', 'leon_martell', 'renata_scott', 'john_o_leary', 'eric_brown', 'glen_adams']",['jeff_burr'],"['horror', 'thriller']","['step_father', 'sequel', 'murder', 'psychopathic_killer', 'independent_film']",en
4582,the_stepfather,"['terry_o_quinn', 'jill_schoelen', 'shelley_hack', 'charles_lanyer', 'stephen_shellen', 'stephen_e_miller', 'robyn_stevan', 'jeff_schultz', 'lindsay_bourne', 'anna_hagan', 'gillian_barber', 'blu_mankuma', 'jackson_davies', 'sandra_head', 'gabrielle_rose', 'richard_sargent', 'margot_pinvidic', 'rochelle_greenwood', 'don_s_williams', 'don_mackay', 'dale_wilson', 'gary_hetherington', 'andrew_snider', 'marie_stillin', 'paul_batten', 'sheila_paterson']",['joseph_ruben'],"['drama', 'horror', 'mystery', 'thriller']","['male_nudity', 'female_nudity', 'shower', 'nudity', 'widow']",en
4583,sweetie,"['genevieve_lemon', 'karen_colston', 'tom_lycos', 'jon_darling', 'dorothy_barry']",['jane_campion'],"['drama', 'comedy']","['dysfunctional_family', 'woman_director', 'favorite_sibling']",en
4584,the_tall_guy,"['jeff_goldblum', 'emma_thompson', 'rowan_atkinson', 'geraldine_james', 'emil_wolk', 'tony_forsyth']",['mel_smith'],"['comedy', 'romance']","['london_england', 'slapstick', 'actor']",en
4585,tango_cash,"['sylvester_stallone', 'kurt_russell', 'teri_hatcher', 'jack_palance', 'brion_james', 'james_hong', 'robert_z_dar', 'michael_j_pollard', 'philip_tan', 'roy_brocksmith', 'marc_alaimo', 'lewis_arquette', 'edward_bunker', 'geoffrey_lewis', 'clint_howard', 'susan_krebs']","['andrei_konchalovsky', 'albert_magnoli']","['action', 'adventure', 'comedy']","['prisoner', 'war_on_drugs', 'los_angeles']",en
4586,tap,"['gregory_hines', 'sammy_davis_jr_', 'suzzanne_douglas', 'savion_glover', 'terrence_e_mcnally']",['nick_castle'],"['action', 'drama']","['musical', 'tap_dancing', 'music']",en
4587,three_fugitives,"['nick_nolte', 'martin_short', 'sarah_rowland_doroff', 'james_earl_jones', 'alan_ruck', 'bruce_mcgill', 'kenneth_mcmillan']",['francis_veber'],['comedy'],"['remake', 'on_the_run', 'bank_robbery', 'comedy_of_errors']",en
4588,troop_beverly_hills,"['shelley_long', 'craig_t_nelson', 'betty_thomas', 'mary_gross', 'carla_gugino', 'kellie_martin', 'jenny_lewis', 'karen_kopins', 'ami_foster', 'ramon_sison', 'emily_schulman', 'kareem_abdul_jabbar']",['jeff_kanew'],"['adventure', 'comedy', 'family']","['wilderness', 'teen_angst']",en
4589,turner_hooch,"['tom_hanks', 'mare_winningham', 'craig_t_nelson', 'scott_paulin', 'john_mcintire', 'david_knell', 'reginald_veljohnson', 'mary_mccusker', 'linda_eve_miller', 'andrew_walker', 'jules_sylvester', 'ernie_lively', 'j_c_quinn', 'ebbe_roe_smith', 'kevin_scannell', 'joel_bailey', 'clyde_kusatsu', 'elaine_renee_bush', 'elden_henson']",['roger_spottiswoode'],"['action', 'comedy', 'thriller', 'crime', 'family']","['eating_non_food', 'pet_food']",en
4590,uhf,"['_weird_al_yankovic', 'victoria_jackson', 'michael_richards', 'david_bowe', 'fran_drescher', 'kevin_mccarthy', 'anthony_geary', 'billy_barty', 'trinidad_silva', 'emo_philips']",['jay_levey'],['comedy'],"['loser', 'tv_station', 'game_show', 'tv_star', 'music_video']",en
4591,uncle_buck,"['john_candy', 'jean_louisa_kelly', 'macaulay_culkin', 'gaby_hoffmann', 'amy_madigan', 'elaine_bromka', 'garrett_m_brown', 'laurie_metcalf', 'jay_underwood', 'brian_tarantina', 'mike_starr', 'suzanne_shepherd', 'dennis_cockrum', 'anna_chlumsky', 'ron_payne', 'jane_vickerilla', 'william_windom', 'patricia_arquette', 'devon_odessa', 'jack_blessing', 'ryan_goldstein']",['john_hughes'],"['comedy', 'drama', 'family']","['babysitter', 'backfire', 'attitude', 'tire', 'streetwise']",en
4592,vampire_s_kiss,"['nicolas_cage', 'maria_conchita_alonso', 'jennifer_beals', 'elizabeth_ashley', 'kasi_lemmons', 'robert_lujan', 'boris_leskin', 'john_michael_higgins', 'amy_stiller', 'jessica_lundy', 'marc_coppola', 'david_hyde_pierce', 'david_holbrook', 'debbie_rochon', 'jill_gatsby', 'johnny_walker']",['robert_bierman'],"['comedy', 'horror']","['therapist', 'vampire', 'hallucination', 'bite', 'insanity']",en
4593,the_war_of_the_roses,"['kathleen_turner', 'michael_douglas', 'danny_devito', 'marianne_sagebrecht', 'dan_castellaneta', 'sean_astin', 'heather_fairfield', 'g_d_spradlin', 'peter_brocco', 'peter_donat', 'patricia_allison', 'gloria_cromwell', 'susan_isaacs', 'philip_perlman', 'mary_fogarty', 'harlan_arnold', 'rika_hofmann']",['danny_devito'],"['comedy', 'drama', 'thriller']","['gymnastics', 'candelabrum', 'cat', 'lawyer', 'dog']",en
4594,warlock,"['julian_sands', 'lori_singer', 'richard_e_grant', 'mary_woronov', 'kevin_o_brien', 'richard_kuss', 'anna_levine', 'david_carpenter', 'nancy_fox', 'frank_renzulli', 'ian_abercrombie']",['steve_miner'],"['adventure', 'comedy', 'fantasy', 'horror']","['witch', 'cemetery', 'magic', 'time_travel', 'aging']",en
4595,the_wizard,"['fred_savage', 'luke_edwards', 'beau_bridges', 'christian_slater', 'jenny_lewis', 'vince_trankina', 'wendy_phillips', 'sam_mcmurray', 'will_seltzer', 'dea_mcallister', 'beth_grant', 'tobey_maguire']",['todd_holland'],"['adventure', 'comedy', 'drama', 'family', 'romance']","['competition', 'video_game', 'california', 'brother', 'utah']",en
4596,worth_winning,"['mark_harmon', 'madeleine_stowe', 'lesley_ann_warren', 'maria_holvoe']",['will_mackenzie'],"['comedy', 'romance']","['womanizer', 'battle_of_the_sexes']",en
